Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgH,AvgD,AvgA
IRL,02/10/2012,19:45,Derry City,Dundalk,4.0,0.0,H,1.5,3.95,6.09
IRL,05/10/2012,19:45,Bray,Shamrock Rovers,1.0,3.0,A,5.62,3.83,1.56
IRL,05/10/2012,20:00,Cork City,Sligo Rovers,0.0,0.0,D,6.19,3.87,1.51
IRL,13/10/2012,15:45,Sligo Rovers,St. Patricks,3.0,2.0,H,2.15,3.1,3.44
IRL,13/10/2012,19:00,Dundalk,Bohemians,2.0,2.0,D,4.25,3.45,1.8
IRL,13/10/2012,19:00,Shamrock Rovers,Derry City,1.0,3.0,A,1.5,3.95,6.11
IRL,13/10/2012,19:45,UC Dublin,Drogheda,1.0,0.0,H,3.56,3.35,2.0
IRL,13/10/2012,20:00,Shelbourne,Cork City,3.0,2.0,H,2.78,3.16,2.46
IRL,19/10/2012,19:05,Drogheda,Sligo Rovers,2.0,1.0,H,3.19,3.31,2.15
IRL,19/10/2012,19:45,Bray,Bohemians,1.0,4.0,A,2.93,3.22,2.32
IRL,19/10/2012,19:45,Cork City,Dundalk,3.0,0.0,H,1.29,5.01,9.36
IRL,19/10/2012,19:45,Derry City,St. Patricks,2.0,1.0,H,3.43,3.26,2.07
IRL,19/10/2012,20:00,Shamrock Rovers,UC Dublin,2.0,1.0,H,1.34,4.65,8.46
IRL,20/10/2012,19:30,Longford,Waterford,0.0,2.0,A,2.87,3.18,2.38
IRL,26/10/2012,19:45,Bohemians,Drogheda,1.0,4.0,A,2.53,3.15,2.71
IRL,26/10/2012,19:45,Dundalk,Bray,2.0,1.0,H,3.84,3.5,1.87
IRL,26/10/2012,19:45,Sligo Rovers,Shamrock Rovers,0.0,2.0,A,2.01,3.36,3.47
IRL,26/10/2012,19:45,St. Patricks,Cork City,1.0,0.0,H,1.56,3.74,5.77
IRL,26/10/2012,19:45,UC Dublin,Shelbourne,1.0,1.0,D,2.74,3.24,2.44
IRL,26/10/2012,19:45,Waterford,Longford,1.0,1.0,D,1.91,3.5,3.63
IRL,30/10/2012,19:45,Dundalk,Waterford,2.0,2.0,D,2.19,3.22,3.06
IRL,02/11/2012,19:45,Waterford,Dundalk,0.0,2.0,A,2.08,3.27,3.32
IRL,08/03/2013,19:45,Bohemians,UC Dublin,2.0,1.0,H,2.07,3.1,3.61
IRL,08/03/2013,19:45,Bray,Shelbourne,1.0,0.0,H,2.51,3.11,2.78
IRL,08/03/2013,19:45,Derry City,Sligo Rovers,0.0,1.0,A,3.65,3.08,2.07
IRL,08/03/2013,19:45,Dundalk,Shamrock Rovers,0.0,0.0,D,6.07,3.81,1.53
IRL,08/03/2013,19:45,St. Patricks,Drogheda,1.0,0.0,H,2.01,3.22,3.66
IRL,10/03/2013,17:15,Limerick,Cork City,0.0,0.0,D,3.14,3.08,2.28
IRL,15/03/2013,19:35,Shamrock Rovers,St. Patricks,3.0,0.0,H,2.3,3.08,3.11
IRL,15/03/2013,19:45,Cork City,Bohemians,2.0,1.0,H,1.9,3.21,4.12
IRL,15/03/2013,19:45,Drogheda,Limerick,2.0,2.0,D,2.02,3.2,3.62
IRL,15/03/2013,19:45,UC Dublin,Derry City,0.0,6.0,A,3.4,3.18,2.12
IRL,15/03/2013,20:00,Shelbourne,Dundalk,1.0,3.0,A,2.75,3.1,2.53
IRL,16/03/2013,19:45,Sligo Rovers,Bray,3.0,0.0,H,1.28,4.93,10.06
IRL,18/03/2013,14:00,Bohemians,Shamrock Rovers,0.0,0.0,D,5.05,3.5,1.66
IRL,19/03/2013,19:45,Derry City,Drogheda,1.0,1.0,D,2.04,3.24,3.52
IRL,19/03/2013,19:45,Dundalk,Sligo Rovers,1.0,3.0,A,5.2,3.61,1.63
IRL,19/03/2013,19:45,Limerick,UC Dublin,3.0,1.0,H,1.83,3.34,4.23
IRL,23/03/2013,19:45,Sligo Rovers,Limerick,2.0,1.0,H,1.5,3.87,6.36
IRL,23/03/2013,19:45,UC Dublin,Dundalk,1.0,2.0,A,3.76,3.33,1.94
IRL,24/03/2013,15:00,Drogheda,Bray,2.0,1.0,H,1.88,3.46,3.84
IRL,24/03/2013,15:30,Cork City,Derry City,0.0,1.0,A,2.37,3.15,2.9
IRL,24/03/2013,15:55,Shelbourne,Shamrock Rovers,0.0,0.0,D,6.11,3.83,1.52
IRL,28/03/2013,19:45,Dundalk,Drogheda,2.0,2.0,D,2.45,3.15,2.78
IRL,29/03/2013,19:05,Bohemians,Sligo Rovers,0.0,3.0,A,5.24,3.46,1.66
